S#,SNAME,SEX,BDATE,HEIGHT,DORM
82040248,王荣,男,2001-12-16,155.0,东8舍502
82985689,邢娟,女,2002-08-18,183.0,西2舍506
70663040,丁洋,男,2001-02-24,155.8,西3舍416
32992563,余楠,男,2006-05-16,161.9,东3舍808
75402810,王浩,男,2005-09-18,157.5,西4舍204
25226309,曲东,男,2004-10-19,161.7,东4舍706
16498210,白成,女,2003-07-25,164.3,东16舍617
87389038,余萍,男,2001-12-22,171.6,西5舍320
97705777,汪畅,男,2001-12-19,152.1,西2舍211
97624457,赵晶,女,2005-10-08,159.8,东17舍506
47717276,俞磊,女,2005-11-04,179.0,东3舍713
83717084,张勇,男,2006-05-20,161.1,东18舍411
72359514,郭莉,男,2002-04-08,181.7,西13舍706
87785836,王飞,女,2004-05-08,164.1,西17舍616
98216640,辛琴,女,2000-04-05,161.4,东17舍303
23313514,吴彬,女,2003-02-25,182.5,东19舍418
39738569,李凯,女,2000-06-30,156.6,东11舍218
17134701,陈彬,女,2000-04-30,156.0,东16舍407
57281726,任斌,女,2001-08-24,163.7,东18舍413
71785348,梁桂荣,女,2002-06-20,154.8,东4舍416
76656145,王柳,男,2003-08-07,166.5,西15舍603
20365650,游磊,男,2002-11-09,186.5,西2舍706
45727115,孙娜,男,2006-10-09,159.6,东6舍604
30159701,佘利,男,2006-02-26,180.0,东4舍506
19598941,李莉,女,2002-10-19,187.2,东18舍511
20563514,李雪梅,男,2002-03-27,157.2,东10舍718
17181663,黄刚,女,2005-10-25,167.3,东3舍606
68560172,张建,男,2004-08-06,153.7,西5舍312
31666505,王瑜,女,2004-11-11,177.1,西15舍102
93545908,王兵,女,2005-01-16,162.7,西11舍605
92019478,林慧,女,2002-03-10,188.7,西20舍503
12870649,徐超,男,2003-08-19,176.0,东13舍209
48326221,叶秀英,女,2000-10-01,189.6,西14舍416
62202944,张秀芳,男,2000-05-07,188.3,东16舍419
91527452,李文,女,2001-04-27,188.8,西12舍701
94026185,张彬,男,2000-11-24,155.7,东16舍618
52155453,陈红梅,男,2002-12-10,150.3,东19舍416
44946126,张莹,男,2005-09-12,174.6,东15舍212
97912011,李玉兰,女,2001-09-20,150.2,西1舍714
48024748,赖丽娟,男,2002-07-14,189.9,东17舍312
60862295,王敏,男,2003-06-19,168.1,东11舍507
40066831,曹霞,男,2002-08-14,187.5,西14舍719
10197178,伍鑫,男,2003-10-07,182.3,东19舍219
58511320,陈强,女,2004-10-21,183.0,东13舍707
52575876,王鹏,女,2005-08-29,178.8,东9舍517
72664432,王倩,女,2005-03-24,154.7,西13舍613
34237255,李杨,女,2004-12-15,189.2,西16舍708
80665436,崔英,女,2005-02-01,187.1,西6舍808
32643155,姜帆,男,2000-12-27,189.2,东7舍104
96593693,蒋桂花,男,2004-12-15,168.4,西4舍812
88333060,袁玉华,男,2000-04-02,157.0,西5舍820
66162242,刘桂芳,男,2001-08-22,173.5,西4舍219
25845329,张志强,男,2001-04-02,171.7,西5舍806
70647112,兰柳,男,2005-04-02,153.4,东9舍716
99946854,梁玉,女,2001-05-09,184.6,西5舍619
78357405,李波,女,2003-04-26,152.7,东1舍702
21840107,周玉兰,男,2000-10-09,156.3,西7舍804
85114266,李建平,男,2006-10-02,163.2,东17舍117
33968375,卓帅,女,2005-04-19,189.2,东20舍520
19397380,张晶,女,2006-12-04,165.7,西7舍702
88443821,刘涛,女,2003-11-09,153.8,西10舍203
71425839,李岩,男,2003-01-20,154.5,西13舍420
70993985,李秀兰,男,2000-11-01,152.4,东14舍610
72659714,王凤英,女,2005-07-23,158.2,东7舍507
50711226,高洁,女,2003-01-02,156.6,东3舍104
94627412,李阳,男,2001-01-11,167.9,东1舍604
50179438,黄博,男,2000-03-24,158.8,东18舍310
26172124,刘淑英,男,2005-11-05,185.9,东13舍415
81066553,郑冬梅,男,2003-08-31,160.8,东8舍420
21575833,朱桂芳,男,2004-12-14,161.4,西15舍410
55335693,马宁,女,2004-03-28,151.4,西7舍314
76543676,谢龙,男,2001-10-08,165.8,西10舍202
19601200,罗凯,男,2003-12-24,188.6,西13舍716
91140020,孔欣,女,2002-04-26,178.0,东20舍718
42865544,刘凤兰,男,2005-09-09,176.1,西16舍408
33575851,李桂芝,男,2005-12-25,170.2,东2舍606
32927472,敖兵,男,2000-05-20,169.1,西19舍110
84861213,石宇,男,2003-09-03,168.0,东2舍502
93677367,陆兵,男,2006-03-14,168.0,西19舍204
62706580,李想,女,2002-09-07,170.8,东20舍607
79126690,张冬梅,女,2001-12-16,160.7,西20舍101
60066069,唐飞,男,2006-12-12,173.9,东16舍715
80421590,王雷,男,2004-07-27,163.9,东20舍417
62994500,李静,女,2002-06-02,178.6,东12舍801
15502562,陶勇,男,2001-09-11,178.8,东1舍109
48403248,张敏,女,2000-12-11,154.7,东3舍213
32399837,吴东,女,2002-10-30,166.5,东5舍409
17695783,纪梅,男,2006-11-03,182.9,西18舍216
55118168,张慧,男,2001-07-17,176.4,西18舍518
61333812,邹娜,女,2000-08-21,160.2,西14舍719
72951635,冯杰,女,2000-06-19,163.8,东2舍217
47079134,蔡娜,女,2006-07-19,158.2,东16舍803
21970708,卢凤兰,男,2003-01-29,174.8,西6舍114
78805098,王晶,男,2005-01-24,181.2,西9舍208
29303939,贺秀云,女,2004-06-30,177.9,东19舍313
92383627,张博,男,2001-04-21,183.1,西1舍415
87502763,高婷婷,女,2006-09-05,181.0,西14舍506
65074820,孟艳,男,2004-06-17,176.2,西17舍719
37805340,周春梅,女,2003-03-17,150.2,东20舍801
35752429,刘淑华,女,2004-02-18,172.2,西19舍304
55228268,吴志强,男,2003-02-20,153.9,东4舍619
28162675,杨婷婷,女,2005-08-24,159.7,东13舍311
95313512,黄超,男,2006-11-02,150.9,西2舍101
73180438,邵秀荣,男,2005-01-26,160.4,东7舍302
47649388,邱英,女,2001-07-21,174.4,东12舍403
65050108,王楠,男,2000-09-14,183.6,西17舍819
40472612,傅玉华,男,2001-09-14,163.1,东19舍309
69666157,姜瑞,男,2004-05-28,161.9,东5舍407
15655030,潘英,男,2002-09-12,162.0,西18舍305
94394258,朱桂英,男,2001-11-08,151.2,东7舍118
43266468,张飞,男,2004-01-14,184.0,西3舍315
69491259,刘秀梅,女,2003-02-17,165.0,西5舍801
39064048,王玉,男,2005-05-06,185.5,东1舍413
26070117,许想,男,2003-06-02,153.1,西18舍512
17499340,张畅,男,2004-02-19,189.1,西20舍506
16105895,赵桂英,男,2002-07-08,167.0,东10舍617
49730738,邓楠,女,2004-08-08,158.3,西6舍511
38749534,洪明,男,2005-09-12,159.9,西13舍307
78427202,王欢,女,2006-12-02,154.2,东6舍117
88973751,张峰,女,2000-04-01,181.5,西13舍301
96116720,王军,女,2000-01-15,169.6,西15舍212
57950273,宋霞,女,2003-07-20,181.2,东18舍315
56549981,薛兰英,女,2005-05-12,166.0,西4舍415
37844600,张慧,女,2000-02-04,154.7,西14舍711
60682638,黄洋,女,2003-09-24,162.2,东11舍220
87472049,赵燕,女,2002-09-07,172.2,西16舍603
31065198,程海燕,女,2001-08-23,166.9,西19舍613
63903146,彭桂英,男,2000-05-30,184.8,东6舍518
87379959,张磊,女,2000-08-25,179.9,西8舍714
27260450,胡秀英,男,2003-03-01,184.2,东9舍806
89621136,王桂珍,男,2003-04-20,173.9,西20舍601
46832943,冯桂花,男,2004-03-12,173.9,东15舍619
33099421,侯岩,男,2005-12-16,164.2,西20舍202
19577614,张娜,女,2004-03-14,185.1,西7舍719
25014359,朱岩,男,2005-09-11,166.0,东2舍720
64835926,王建平,男,2003-05-06,161.6,东15舍810
59277126,马倩,男,2006-05-10,182.8,东19舍520
31982075,李婷婷,男,2002-05-10,169.4,东2舍518
55970724,李伟,男,2002-01-20,185.3,西8舍311
46236823,由俊,男,2003-11-27,152.2,东9舍712
26236832,孙莉,女,2005-01-17,189.3,西18舍514
16000124,李英,男,2004-03-21,186.4,东13舍501
17826723,彭丽华,男,2000-10-07,162.6,西1舍612
50417256,李玉梅,女,2004-09-16,182.4,东1舍402
84929450,刘斌,男,2004-09-03,180.6,东5舍701
24002456,宋燕,男,2006-03-18,158.6,东6舍410
10759250,赵柳,男,2004-04-16,178.2,东6舍313
46280649,董丽丽,男,2002-05-29,152.6,西3舍316
72100232,傅雪梅,男,2001-03-31,166.3,东3舍301
35650566,林凯,男,2006-11-10,169.4,西5舍315
69349257,陈雪梅,男,2004-10-06,166.3,西15舍617
57755376,韩建平,女,2006-11-01,163.0,东2舍408
25935409,谢霞,男,2006-11-27,179.9,西15舍609
63171332,张帅,男,2002-04-29,156.9,西19舍103
65250599,郭兵,男,2005-05-01,163.9,东2舍519
28794772,孙成,男,2002-11-03,174.2,东13舍615
34419728,周龙,女,2006-06-03,152.3,东20舍104
65086285,韦彬,男,2006-05-16,154.0,西1舍303
96297768,唐林,男,2006-02-26,161.3,东10舍614
69348030,曲岩,男,2002-07-22,176.9,东15舍618
16565292,薛鑫,女,2001-02-20,171.5,西9舍514
78674735,王静,男,2003-05-19,182.9,东6舍817
97238596,杨秀华,男,2001-04-02,181.7,西18舍510
24275278,黄岩,男,2001-03-15,182.8,西9舍402
85811078,陈海燕,女,2006-11-03,156.6,西15舍617
50465516,夏雪,男,2002-09-04,150.4,西11舍606
68858563,孙丽丽,女,2006-03-11,185.4,西10舍111
25469135,郭萍,男,2005-06-29,163.8,西19舍113
70190352,费伟,女,2003-08-03,178.6,西10舍716
52878938,蒋秀英,男,2002-12-09,188.4,西17舍209
80354488,朱雪梅,女,2001-06-29,183.5,东8舍517
63322393,潘杨,女,2002-03-01,162.8,东14舍107
71987893,王玉梅,男,2004-01-22,157.7,东10舍813
60746195,戚涛,男,2001-02-08,186.9,西16舍304
68198785,崔秀云,男,2000-09-27,164.5,西12舍719
47726611,乔娟,女,2004-04-22,178.7,西13舍812
27467149,姚婷,男,2003-06-08,161.0,东11舍306
52525239,刘林,男,2000-09-28,182.4,东7舍515
42622382,王欢,男,2001-05-15,181.6,东20舍520
22274759,赵鹏,男,2002-04-19,163.8,西13舍212
35467929,李帅,女,2003-10-07,178.4,西5舍302
71878165,周刚,女,2004-09-14,158.2,东13舍414
78044426,沈建华,女,2000-12-16,153.6,东11舍408
83511712,李金凤,男,2004-07-17,173.0,东19舍203
70070152,陈畅,女,2006-01-30,172.5,东6舍411
26216269,张秀芳,女,2004-02-03,169.5,西3舍204
44764876,黄敏,男,2005-10-03,174.3,西8舍610
51080121,章利,女,2004-02-07,175.5,西14舍316
93378885,赵玉,女,2004-10-26,178.7,东7舍313
63183718,朱峰,女,2005-05-03,173.7,西15舍407
80795674,向桂芝,男,2001-10-08,159.1,东14舍503
35173438,金芳,女,2004-05-18,172.9,东2舍319
11251285,张丽,男,2006-11-05,163.1,西16舍609
13620953,王莉,女,2005-07-15,163.4,西1舍606
67399884,胡浩,男,2003-04-08,176.9,西19舍511
83514462,傅兵,男,2001-04-09,152.1,西13舍410
99183932,高淑华,男,2005-01-03,169.4,西4舍218
18643481,马桂芳,女,2000-01-13,158.3,西3舍414
24583941,庄建,女,2005-11-27,185.5,东3舍307
71193126,王建,女,2003-06-13,164.5,西10舍109
78704291,袁帆,女,2002-07-08,160.0,东4舍806
16886654,李燕,男,2001-05-03,177.9,西15舍313
40762655,卢娟,女,2002-02-21,165.3,西17舍311
29910112,吴玉兰,女,2006-03-01,176.3,西13舍115
94686430,沙丹丹,男,2001-11-18,170.4,东14舍817
67644164,孙秀荣,男,2001-10-10,163.5,西3舍514
66867876,盛莹,男,2003-01-27,187.5,东12舍104
32404384,李坤,男,2002-10-20,169.7,西7舍318
22012195,彭丹,女,2002-01-18,186.2,西17舍105
85933409,卢帅,男,2006-12-29,173.3,西11舍710
24645041,张兰英,男,2000-12-14,176.8,西18舍210
30637595,李梅,男,2004-06-28,158.6,西8舍310
45438412,袁桂芝,男,2005-09-18,151.3,西12舍303
41674046,王明,男,2002-05-17,173.6,东12舍202
21674148,李洋,女,2002-06-16,170.7,东20舍702
58168262,唐俊,男,2003-03-29,187.7,东2舍202
56725425,杨东,女,2006-04-13,187.9,西16舍402
42775394,郭红,男,2005-01-24,164.1,东20舍706
67936805,李文,女,2005-06-22,162.1,东5舍101
99452476,庞桂英,男,2000-07-04,155.7,西16舍508
37065180,陈云,女,2000-12-24,164.5,西19舍710
49709825,萧利,男,2005-09-17,157.7,东19舍314
81493345,栾林,女,2005-11-10,156.5,东17舍301
88247101,姚欢,女,2001-06-06,160.5,西11舍307
51036792,刘桂兰,男,2005-02-03,178.8,西12舍602
29911803,张梅,男,2006-05-18,151.5,东14舍411
59924404,胡红,男,2003-03-23,167.1,东12舍319
57014567,王建军,女,2002-10-14,154.1,东17舍117
62824143,易艳,女,2003-01-25,169.5,东19舍217
85583456,余晶,男,2002-10-02,186.3,西2舍720
65222864,曹凤兰,女,2002-11-17,161.0,西3舍108
60258500,朱勇,男,2001-12-11,175.8,西20舍205
22074614,杨秀云,女,2002-08-14,183.1,西13舍410
70466259,彭雪梅,女,2005-12-12,154.1,西9舍818
21491884,董岩,男,2000-04-18,161.1,西10舍108
59800708,汤刚,男,2004-12-15,154.6,东1舍108
14459842,杨芳,女,2003-04-01,173.9,西1舍615
78509341,余平,女,2003-09-22,178.7,东13舍309
18292679,陈淑英,男,2006-05-11,185.3,西1舍507
59967502,丁林,男,2001-09-29,151.9,西9舍316
88479930,张丽,女,2004-12-30,187.1,东18舍810
51093678,高慧,女,2004-08-15,171.1,西16舍601
55594733,任志强,男,2000-12-23,165.2,东8舍603
69218231,李楠,女,2000-05-13,178.1,西2舍411
40653992,高玲,女,2000-03-06,159.7,西8舍303
19570585,邬淑兰,男,2002-03-25,182.9,东4舍507
61396489,单岩,女,2004-08-24,150.6,东8舍116
11109995,王宇,女,2006-10-02,177.2,东15舍811
74817301,唐丽,男,2003-02-21,173.2,东9舍319
66079528,彭瑞,女,2006-09-10,161.2,东2舍312
79752194,伍凤兰,男,2000-03-26,152.5,东4舍214
77346994,李丹丹,男,2003-05-22,165.4,东20舍603
26028701,高晶,男,2003-12-15,183.7,东5舍109
59079953,范超,男,2006-12-13,167.0,西7舍202
50216657,王荣,女,2002-01-06,170.5,东17舍405
46256823,毕文,女,2004-01-24,153.2,西7舍215
43855779,孙鹏,男,2005-03-04,152.8,东10舍304
88396070,李淑珍,男,2005-07-12,183.1,东11舍405
80665169,王荣,女,2002-06-12,187.4,东2舍717
75637719,陈丽丽,女,2002-07-18,175.9,东20舍116
45779010,陈伟,男,2001-10-19,183.4,西13舍202
26709550,古杰,女,2001-10-07,156.3,东20舍720
49146503,高宁,男,2006-03-31,151.3,西14舍502
67042292,张旭,男,2000-12-23,157.7,东11舍304
73929442,张丹,女,2006-03-13,175.6,西1舍301
48886889,田建,女,2004-08-07,158.1,东20舍308
80103169,王玉兰,女,2004-05-03,188.9,东20舍215
93611114,张文,男,2000-10-06,157.4,西17舍609
72934523,冯娟,男,2006-09-22,186.5,西17舍220
15656914,王玉英,男,2001-04-07,166.6,西17舍809
96321435,温华,男,2001-10-13,151.6,东18舍114
48076853,张云,男,2002-09-27,185.1,东5舍804
79376474,刘刚,女,2000-05-08,166.4,西1舍210
36780057,王雪梅,女,2001-10-31,156.5,西8舍519
90406344,林亮,男,2003-03-11,173.8,东13舍517
29730429,陈桂珍,女,2003-09-12,163.1,东18舍609
80476528,陈秀云,男,2000-02-23,178.8,东7舍108
11087761,张磊,男,2003-12-16,152.0,西9舍611
11071055,田玉英,男,2001-02-03,178.1,东14舍301
79324998,黄柳,男,2001-04-26,163.2,东1舍715
31624567,曹佳,女,2002-02-23,172.7,西9舍819
82722018,李霞,男,2005-12-06,182.0,西19舍610
42821727,梅明,女,2000-03-24,164.1,东14舍302
57104252,王刚,女,2006-01-10,184.0,东17舍604
84807567,张冬梅,男,2005-07-12,182.2,西5舍620
81137187,崔超,女,2003-03-21,155.0,东11舍713
30167724,李琴,女,2000-01-25,172.5,东2舍717
89994743,王成,男,2000-08-21,177.0,西11舍211
75026210,金金凤,女,2000-03-16,180.6,西16舍603
97216244,萧瑞,男,2002-12-29,169.1,东4舍715
70788282,涂桂香,女,2000-11-30,184.0,西11舍205
23257060,陶杨,男,2001-05-25,172.4,东11舍611
11117926,吴凤英,男,2000-10-27,163.3,东13舍113
84668847,陈秀珍,女,2006-10-12,159.8,西19舍609
19431893,李平,女,2006-10-24,166.8,西18舍805
45557088,余桂芝,男,2005-12-12,159.9,西15舍419
48398257,王欢,女,2001-02-16,176.2,东7舍706
60972539,曹云,女,2002-10-13,165.4,西18舍302
45730794,吴佳,男,2005-07-26,179.6,东13舍619
56024243,牛强,男,2006-01-07,161.4,东1舍207
46134252,夏东,男,2005-02-10,164.8,西19舍808
99012980,王建,男,2003-03-07,175.5,西13舍211
95711745,龚华,女,2000-12-29,153.0,东7舍706
70110488,金玉珍,男,2003-07-16,174.0,东4舍820
23251354,刘宇,女,2002-10-09,167.7,东2舍709
75843298,赵琳,女,2006-03-01,157.9,西4舍208
34115701,高龙,男,2004-02-25,178.6,东18舍104
18357386,宋建华,女,2002-03-18,175.0,西18舍518
34529580,李林,男,2005-06-02,172.4,东13舍113
93775811,赵琴,男,2002-06-16,173.7,东20舍811
56511476,熊秀珍,男,2000-11-13,169.3,西12舍404
43773120,刘燕,男,2005-10-26,174.4,西8舍708
25727264,李海燕,男,2006-10-09,163.0,东10舍619
61902205,卢淑华,女,2000-03-31,182.7,西8舍818
18795090,陈丽,女,2006-05-27,171.3,东10舍708
31972213,尚志强,男,2004-06-18,168.2,东15舍309
34405099,王冬梅,女,2006-03-30,159.9,西16舍614
65554946,黄琳,男,2001-10-13,181.0,西2舍708
60055525,张丹,男,2003-02-04,154.0,西11舍209
54013726,李桂香,男,2006-03-29,168.7,西6舍216
76253912,赵雷,女,2005-03-20,154.6,东2舍310
55713690,王洋,女,2002-12-15,186.5,东10舍504
81071308,董文,女,2006-12-09,187.5,东14舍704
41582417,王岩,男,2003-01-23,153.9,东2舍518
77733606,王秀珍,男,2000-10-31,178.1,东11舍316
32499948,何婷,女,2000-12-09,175.3,东16舍617
67256072,汪磊,女,2005-06-24,180.5,东17舍205
60833581,冯玉珍,女,2000-03-24,186.8,东10舍815
61621006,李秀梅,女,2005-02-06,180.2,东4舍216
55883932,田秀芳,女,2004-05-30,176.5,西6舍805
43821945,范伟,女,2006-08-31,184.9,西19舍801
86058953,许凤英,男,2003-05-22,170.6,东10舍517
82445131,张海燕,男,2001-06-09,154.8,西20舍602
11823860,黄秀梅,男,2002-08-08,172.4,西7舍618
89417338,舒玉梅,男,2003-02-18,175.7,东15舍402
92761508,李秀芳,女,2000-01-15,163.8,东3舍605
80201496,张丽,男,2001-09-20,162.5,西16舍105
32911180,施荣,女,2005-02-26,151.5,东9舍411
75162244,王璐,男,2006-08-08,152.5,西12舍118
34156756,蒋娜,女,2006-05-07,160.7,东10舍716
43993042,张桂芝,女,2004-08-15,152.4,西1舍707
68808108,郑瑞,女,2004-01-24,156.3,西10舍605
64820339,庞健,男,2004-04-09,180.7,西5舍518
10479479,王玉,女,2006-04-03,153.8,东20舍816
36144359,马冬梅,男,2005-10-07,161.2,东7舍506
67483619,萧小红,女,2004-11-14,166.0,西18舍510
52629232,曹旭,男,2001-10-22,159.8,东2舍412
26374540,聂兰英,女,2001-09-17,184.3,东14舍512
20570070,蔡敏,男,2001-10-28,163.1,东2舍715
25933233,袁英,男,2004-07-01,153.5,西19舍203
84574347,应莉,女,2002-01-05,157.4,西17舍401
53858429,何兰英,男,2004-07-23,151.6,西11舍717
20537150,马倩,男,2006-06-07,170.3,西13舍609
20369453,邢兰英,女,2001-08-24,153.1,西4舍819
82909858,李畅,女,2002-08-28,158.5,西9舍719
17044765,李博,男,2003-04-16,165.4,东13舍110
17971696,关建,男,2002-01-19,187.2,西8舍517
99569360,陈春梅,女,2000-02-17,153.5,西10舍501
63771035,朱杰,女,2006-07-03,174.6,西12舍108
68647191,王明,女,2000-12-12,179.8,西6舍506
61000460,李洋,女,2006-09-16,178.6,东10舍406
91235910,黄博,女,2002-05-07,162.6,西8舍506
22531950,余红,女,2002-01-13,184.2,东4舍514
46800369,戴婷婷,女,2003-09-23,151.8,西1舍519
46780445,李英,男,2002-04-28,153.9,西1舍308
94521380,王涛,男,2005-06-15,152.4,西15舍516
27906149,朱波,男,2002-01-02,173.9,西14舍703
23762792,乔凯,男,2002-09-03,185.2,东2舍204
29711485,陈斌,男,2001-08-01,174.3,东2舍401
24711853,杨莉,女,2000-11-07,152.5,西5舍402
39295154,倪文,女,2003-03-14,154.9,东12舍506
61276924,卢芳,女,2000-03-12,156.8,西4舍805
87304343,米建国,女,2006-04-15,163.3,西6舍116
57183208,陈桂花,女,2004-02-24,151.9,东13舍219
33043966,尹冬梅,女,2000-09-04,156.7,西20舍220
38803467,张淑英,男,2001-05-08,172.7,东8舍505
10936454,唐淑珍,女,2003-08-15,173.2,东2舍810
97960971,韦亮,女,2001-05-06,164.8,西15舍417
63823111,范建国,女,2002-01-24,187.8,东8舍516
97606235,李龙,男,2002-01-15,163.5,东19舍613
45759844,蒋英,女,2001-07-11,179.5,西1舍817
22589145,张杰,女,2002-11-07,179.5,东9舍117
73483306,鄢林,男,2005-01-26,163.5,西11舍417
37568846,曾淑英,女,2002-06-04,184.9,西18舍619
89392287,黎海燕,女,2004-04-26,163.0,西6舍819
60905291,易云,男,2003-06-25,178.2,西4舍204
96927087,王建华,女,2002-01-03,151.1,东17舍513
22014322,蔡欣,男,2000-12-26,170.8,东12舍420
52326542,孙丽,女,2003-04-22,153.4,西15舍801
46511770,官瑜,男,2000-08-10,157.3,东5舍120
55324999,骆鑫,女,2000-02-05,186.8,西13舍619
43498459,陶燕,男,2002-10-23,150.8,东9舍715
25352587,崔玉兰,男,2005-10-05,176.0,西11舍420
54890522,何桂花,女,2000-01-18,180.8,东12舍109
52857621,王秀珍,女,2003-06-01,170.5,东7舍415
11561413,王瑞,女,2004-02-11,175.1,东10舍507
90648360,毛博,女,2006-10-23,186.6,东2舍603
11726506,蒋俊,男,2006-11-14,165.9,西3舍809
33745354,田利,女,2002-07-06,177.5,西16舍813
47549616,梁宁,女,2006-09-30,187.0,东10舍414
79517063,朱伟,男,2003-10-24,153.2,东3舍119
40485456,唐磊,女,2004-11-18,190.0,东8舍604
19933364,曾桂珍,女,2005-12-02,158.1,西17舍119
27144913,王柳,男,2000-06-13,169.5,东15舍414
39532999,吴丽娟,女,2005-05-25,164.3,西4舍207
26247855,郭杨,女,2004-03-30,159.6,东14舍606
30607646,陈博,女,2005-10-12,170.7,西8舍613
79591129,赵亮,男,2004-09-30,175.2,东4舍810
95999062,温峰,女,2004-05-07,174.4,西4舍220
61978476,萧建军,女,2000-06-24,180.1,东17舍404
60190958,周倩,女,2004-08-04,154.0,西19舍102
96078698,钟婷婷,男,2006-08-19,163.5,西6舍607
98587502,李岩,男,2000-09-29,188.3,东10舍516
55802919,尹玉英,男,2001-04-30,185.7,东7舍218
59465928,王艳,男,2005-11-20,176.7,西19舍813
15654050,邓淑兰,女,2006-12-09,182.6,西20舍718
15762126,刘晨,女,2006-02-11,168.1,西13舍102
49647258,李淑兰,女,2002-07-21,174.6,东5舍208
64907818,徐帆,男,2001-06-14,184.9,西10舍404
91389736,马娟,男,2000-04-10,163.2,东13舍214
39712066,赵淑英,男,2006-10-21,175.9,东2舍206
48836123,朱玲,女,2004-06-12,188.0,东11舍813
60862722,张慧,女,2004-07-14,155.2,西11舍316
52276087,赖娜,女,2006-02-08,167.0,东8舍219
91869637,吴文,女,2000-06-27,154.5,西13舍214
11429449,杨桂花,女,2003-12-19,152.6,西14舍215
80931140,王畅,女,2002-12-07,185.0,西11舍306
70657952,陈洋,女,2002-01-14,177.8,西4舍810
31562498,赵伟,男,2006-11-06,172.6,西17舍408
50083189,王杨,女,2000-03-13,155.0,东13舍405
82119625,史龙,男,2002-06-07,159.1,东3舍815
25491403,王秀云,女,2000-12-23,189.2,西20舍406
54973585,刘秀华,男,2006-03-27,184.4,东16舍305
72628479,刘娜,男,2001-06-02,173.4,东12舍711
35006660,武淑英,女,2000-07-19,185.6,西5舍115
34807591,蒋建军,男,2001-09-24,168.9,东4舍417
28495320,张建华,女,2001-08-26,179.6,西3舍120
16972386,杨楠,男,2002-04-30,185.8,东11舍219
92335835,戴想,男,2003-02-04,189.6,西18舍608
26089235,李飞,女,2005-10-16,180.7,西4舍314
46063489,李彬,男,2002-06-20,184.4,西14舍816
67249100,王玉兰,女,2004-08-19,166.0,西1舍611
17460970,刘兰英,女,2002-03-13,162.0,西10舍509
16447156,龙桂花,女,2004-12-10,150.2,东5舍802
70063902,周静,女,2004-06-09,170.6,西15舍418
72185058,张丽丽,男,2000-07-24,166.5,西14舍415
11194410,陈丽丽,男,2005-01-14,179.2,东2舍618
36043025,张春梅,女,2005-05-16,171.2,西5舍607
65400655,路璐,男,2002-02-14,179.7,东18舍111
43010410,郭文,男,2006-09-19,151.9,东15舍220
71617324,李丽华,男,2003-05-09,179.0,东19舍720
82564910,侯兰英,男,2006-05-06,156.8,西16舍120
65694301,李桂英,男,2001-09-23,180.6,东5舍107
47602738,刘宁,男,2002-12-04,156.7,西3舍713
54191820,覃刚,女,2001-10-22,188.4,东5舍616
40982445,马健,女,2002-07-21,186.3,西20舍307
98025373,陈秀英,男,2003-10-18,179.0,西14舍402
47450174,王林,女,2005-04-15,179.6,西7舍717
58553018,刘辉,男,2006-09-13,179.5,西11舍611
17447542,张勇,男,2006-01-21,150.1,东10舍504
80504921,唐俊,男,2000-10-16,171.8,西12舍401
70097490,蒋彬,女,2001-06-19,164.4,东3舍218
64986219,周红梅,女,2001-01-06,182.3,西11舍410
93409396,戴燕,男,2005-08-10,170.4,西4舍206
91882494,李想,男,2006-08-30,186.8,东12舍209
13651024,易玉兰,女,2006-11-07,169.8,东12舍815
55558803,何桂芳,女,2005-09-29,151.4,东8舍606
56847382,徐桂香,女,2003-12-22,154.0,西13舍308
84369972,刘婷婷,男,2003-01-13,165.4,东1舍419
85044771,康玉珍,女,2006-12-28,153.9,东17舍211
94007120,朱秀梅,男,2000-03-26,157.6,东15舍708
66918088,王鹏,男,2004-04-26,166.0,西1舍504
51226565,薛成,女,2003-10-19,179.8,东12舍211
44874613,齐飞,女,2006-01-31,159.0,西16舍709
30225106,洪建,男,2006-09-23,171.5,东19舍401
72285239,刘文,女,2005-09-05,180.8,东7舍102
82252608,郑丽丽,女,2001-01-31,167.4,西12舍615
53487533,姜帆,女,2006-08-06,173.2,东19舍609
98447106,马金凤,男,2005-12-27,172.1,西12舍711
14383534,刘玉梅,女,2004-01-28,187.5,西1舍213
70287357,曾婷婷,男,2002-07-18,189.7,西8舍202
31894322,黄佳,女,2000-07-20,178.9,东5舍311
10267631,霍芳,女,2000-08-23,185.0,东16舍316
63099752,沈林,女,2000-05-26,154.8,西6舍401
68626478,刘金凤,女,2001-06-29,176.8,东15舍814
31048585,何秀梅,男,2002-01-26,189.4,西14舍407
19673553,皮雷,男,2004-12-20,159.0,西4舍117
63652976,侯桂芝,女,2001-05-26,153.6,西5舍407
91005998,罗丹,男,2000-11-23,161.0,西6舍618
57181638,曹晨,男,2006-12-26,180.3,西7舍815
44225751,陈杰,女,2004-09-17,185.3,东20舍716
21035880,许敏,女,2000-11-13,168.5,西16舍409
69794807,李宇,女,2005-07-01,163.8,西17舍315
95988603,许玉兰,女,2001-05-27,186.8,西19舍714
25520065,陈欢,男,2000-01-31,173.3,西4舍309
47268267,陈莹,男,2005-03-26,178.8,东2舍304
40863148,徐雪梅,男,2002-04-05,150.3,西7舍714
34981168,高桂香,女,2004-03-21,150.7,西3舍709
37883433,胡玉珍,女,2001-11-24,152.3,西4舍318
62557258,吉雷,女,2005-07-20,181.2,东16舍401
